252714	9	63083	65535	65535	1	2.59	1.32
2527622	8	63083	65535	65535	1	2.59	1.32
2527630	8	63083	65535	65535	1	2.591.32
2527638	8	š‚ÂšJ65535	65535	1	2.59	1.32
2527647	9	63083	65535	65535	1	2.59	1.32
2527656	9	63083	65535	65535	1	2.59	1.32
2527664	8	63083	65535	65535	1	2.59	1.32
2527672	8	63083	65535	65535	1	2.59	1.32
2527681	9	63083	65535	65535	1	2.59	1.32
2527689	8	63083	65535	65535	1	2.59	1.32
2527698	9	63083	65535	65535	1	2.59	1.32
2527706	8	63083	65535	65535	1	2.59	1.32
2527716	10	63083	65535	65535	1	2.59	1.32
2527724	8	63083	65535	65535	1	2.59	1.32
2527732	8	63083	65535	65535	1	2.59	1.32
2527740	8	63083	65535	65535	1	2.59	1.32
2527749	9	63083	65535	65535	1	2.59	1.32
2527758	9	63083	65535	65535	1	2.59	1.32
2527766	8	63083	65535	65535	1	2.59	1.32
2527774	8	63083	65535	65535	1	2.59	1.32
2527783	9	63083	65535	65535	1	2.59	1.32
2527791	8	63083	65535	65535	1	2.59	1.32
2527799	8	63083	65535	65535	1	2.59	1.32
2527807	8	63083	65535	65535	1	2.59	1.32
2527817	10	63083	65535	65535	1	2.59	1.32
2527825	8	63083	65535	65535	1	2.59	1.32
2527833	8	63083	65535	65535	1	2.59	1.32
2527841	8	63083	65535	65535	1	2.59	1.32
2527850	9	63083	65535	65535	1	2.59	1.32
2527858	8	63083	65535	65535	1	2.59	1.32
2527866	8	63083	65535	65535	1	2.59	1.32
2527875	9	63083	65535	65535	1	2.59	1.32
2527884	9	63083	65535	65535	1	2.59	1.32
2527892	8	63083	65535	65535	1	2.59	1.32
2527900	8	63083	65535	65535	1	2.59	1.32
2527908	8	63083	65535	65535	1	2.59	1.32
2527918	10	63083	65535	65535	1	2.59	1.32
2527926	8	63083	65535	65535	1	2.59	1.32
2527934	8	63083	65535	65535	1	2.59	1.32
2527942	8	63083	65535	65535	1	2.59	1.32
2527951	9	63083	65535	65535	1	2.59	1.32
2527959	8	63083	65535	65535	1	2.59	1.32
2527967	8	63083	65535	65535	1	2.59	1.32
2527976	9	63083	65535	65535	1	2.59	1.32
2527985	9	63083	65535	65535	1	2.59	1.32
2527993	8	63083	65535	65535	1	2.59	1.32
2528001	8	63083	65535	65535	1	2.59	1.32
2528009	8	63083	65535	65535	1	2.59	1.32
2528017	8	63083	65535	65535	1	2.59	1.32
2528025	8	63083	65535	65535	1	2.59	1.32
2528034	9	63083	65535	65535	1	2.59	1.32
2528042	8	63083	65535	65535	1	2.59	1.32
2528050	8	63083	65535	65535	1	2.59	1.32
2528058	8	63083	65535	65535	1	2.59	1.32
2528066	8	63083	65535	65535	1	2.59	1.32
2528075	9	63083	65535	65535	1	2.59	1.32
2528083	8	63083	65535	65535	1	2.59	1.32
2528092	9	63083	65535	65535	1	2.59	1.32
2528100	8	63083	65535	65535	1	2.59	1.32
2528109	9	63083	65535	65535	1	2.59	1.32
2528117	8	63083	65535	65535	1	2.59	1.32
2528125	8	63083	65535	65535	1	2.59	1.32
2528134	9	63083	65535	65535	1	2.59	1.32
2528143	9	63083	65535	65535	1	2.59	1.32
2528151	8	63083	65535	65535	1	2.59	1.32
2528159	8	63083	65535	65535	1	2.59	1.32
2528167	8	63083	65535	65535	1	2.59	1.32
2528176	9	63083	65535	65535	1	2.59	1.32
2528184	8	63083	65535	65535	1	2.59	1.32
